Week,Category,Amount
2024-07-29,Activities,-56.75
2024-07-29,Credit card,326.00
2024-07-29,Groceries,-44.24
2024-07-29,Holiday,-105.26
2024-07-29,Income,3854.32
2024-07-29,Miscellaneous,-1.00
2024-07-29,Pay Nicholas,-10.00
2024-07-29,Rent,-2100.00
2024-07-29,Shopping,-564.45
2024-07-29,Subscriptions,-68.96
2024-07-29,Toiletries,-3.50
2024-07-29,Transportation,-179.55
2024-07-29,Utilities,-199.11
2024-07-29,Total,847.50
